date,vix_close,total_dollar_volume,vix_close_z,log_total_dollar_volume
2004-01-02,18.22,71773100953.6998,-0.08805293109645566,24.996775604278188
2004-01-05,17.49,102617655495.5233,-0.17277520866613139,25.354275835731922
2004-01-06,16.73,96439810562.3496,-0.26097922367017706,25.292184925951663
2004-01-07,15.5,104191802326.78693,-0.4037304584793567,25.369499290683187
2004-01-08,15.61,112087151785.23424,-0.3909640878866659,25.4425425465864
2004-01-09,16.75,107420012331.6235,-0.258658065380597,25.400012336221927
2004-01-12,16.82,95780480569.69998,-0.2505340113670664,25.285324749280946
2004-01-13,18.04,102242982534.4549,-0.10894335570267703,25.350617999044264
2004-01-14,16.75,93921855529.5874,-0.258658065380597,25.265728949321538
2004-01-15,15.56,112092604543.6795,-0.3967669836106162,25.442591192891808
2004-01-16,15.0,110382656890.21632,-0.4617594157188606,25.427218865063224
2004-01-20,15.21,108445935683.8784,-0.43738725367826886,25.409517597112043
2004-01-21,14.34,112551967630.42368,-0.5383576392750057,25.446680886424648
2004-01-22,14.71,110595431646.13606,-0.4954162109177727,25.42914461999292
2004-01-23,14.84,103823667293.16284,-0.48032868203550183,25.36595979029284
2004-01-26,14.55,96224745774.34537,-0.513985477234414,25.289952394120995
2004-01-27,15.35,105254129839.19724,-0.4211391456512079,25.379643547116267
2004-01-28,16.78,116942079268.02795,-0.2551763279462266,25.484944600175744
2004-01-29,17.14,126034868874.4,-0.21339547873378387,25.559824442711655
2004-01-30,16.63,98283921155.90907,-0.27258501511807803,25.311126281604768
2004-02-02,17.11,100735799907.5124,-0.21687721616815422,25.335767083993655
2004-02-03,17.34,94394232567.55531,-0.1901838958379824,25.27074581254877
2004-02-04,17.87,108339877247.45271,-0.12867320116410813,25.40853913414481
2004-02-05,17.71,100131191928.2814,-0.1472424674807494,25.329747082403138
2004-02-06,16.0,94704370563.1034,-0.3457015012398528,25.274025987743006
2004-02-09,16.39,84608855412.37341,-0.3004389145930397,25.16130477198578
2004-02-10,15.94,86986321802.82567,-0.3526649761085933,25.189016722583357
2004-02-11,15.39,113328793802.13304,-0.4164968290720475,25.453559110399237
2004-02-12,15.31,92361719042.55,-0.4257814622303681,25.24897843367342
2004-02-13,15.58,86847900647.80661,-0.39444582532103606,25.187424157180253
2004-02-17,15.4,85228616512.4368,-0.41533624992725743,25.168603088947567
2004-02-18,15.59,88752468615.46275,-0.393285246176246,25.20911708030059
2004-02-19,15.8,100039256556.6965,-0.36891308413565427,25.328828511467766
2004-02-20,16.04,96469391196.19733,-0.34105918466069257,25.292491605299354
2004-02-23,16.29,92996710087.5,-0.31204470604094064,25.255829954070716
2004-02-24,15.9,101086998477.0916,-0.3573072926877535,25.33924735408083
2004-02-25,14.93,87762386697.44049,-0.46988346973239115,25.197898848275592
2004-02-26,14.83,91700324521.90623,-0.4814892611802919,25.241791755154654
2004-02-27,14.55,102095434012.94232,-0.513985477234414,25.34917384038189
2004-03-01,14.44,94972117274.1261,-0.526751847827105,25.27684918308908
2004-03-02,14.86,97406085689.89902,-0.47800752374592176,25.302154527058818
2004-03-03,14.55,86107493804.21384,-0.513985477234414,25.178862280646264
2004-03-04,14.4,82993971345.08539,-0.5313941644062652,25.14203380770844
2004-03-05,14.48,99628860637.5929,-0.5221095312479446,25.324717725000745
2004-03-08,15.79,89451541351.56241,-0.37007366328044455,25.216962878184344
2004-03-09,16.6,98953795838.80304,-0.27606675255244795,25.31791886943964
2004-03-10,18.67,105146308719.035,-0.03582686958090184,25.378618633571985
2004-03-11,20.67,113699204882.7178,0.19628895937711371,25.45682224456251
2004-03-12,18.3,89146113911.52695,-0.07876829793813483,25.213542589857088
2004-03-15,21.13,90306808189.679,0.24967560003745698,25.226478689761812
2004-03-16,20.34,93106985558.9038,0.15798984759904094,25.257015051270717
2004-03-17,18.11,89626184873.87671,-0.10081930168914645,25.218913356128898
2004-03-18,18.53,87512056641.7456,-0.05207497760796299,25.19504241100916
2004-03-19,19.15,89736638076.222,0.019880929369021534,25.220144973857593
2004-03-22,21.58,94514810118.1797,0.3019016615530104,25.27202237999398
2004-03-23,20.67,94211018095.65012,0.19628895937711371,25.268802976610843
2004-03-24,19.81,95804154147.0285,0.09647915292516669,25.285571883686938
2004-03-25,17.88,98730778250.43507,-0.1275126220193183,25.315662571152245
2004-03-26,17.33,82369818910.46042,-0.19134447498277266,25.134484931408142
2004-03-29,16.5,86962030825.9437,-0.2876725440003489,25.188737433050886
2004-03-30,16.28,84066335721.24939,-0.3132052851857305,25.15487203509934
2004-03-31,16.74,95998970636.48112,-0.2598186445253872,25.287603305820106
2004-04-01,16.65,98250594220.88612,-0.2702638568284979,25.310787135727224
2004-04-02,15.64,110085987388.334,-0.3874823504522955,25.42452760089806
2004-04-05,14.97,91828718480.62914,-0.4652411531532307,25.243190923129035
2004-04-06,15.32,91819504333.0763,-0.42462088308557805,25.24309057750718
2004-04-07,15.76,92239227580.15106,-0.3735554007148147,25.247651338849504
2004-04-08,16.26,83339246942.7565,-0.3155264434753106,25.146185426935848
2004-04-12,15.28,73185791686.7941,-0.42926319966473847,25.016267136433896
2004-04-13,17.26,95406866319.4646,-0.19946852899630282,25.28141638680923
2004-04-14,15.62,97487039075.1123,-0.38980350874187586,25.302985273550945
2004-04-15,15.74,103137030792.0349,-0.3758765590043948,25.359324337022542
2004-04-16,14.94,97190829568.103,-0.4687228905876011,25.29994219795477
2004-04-19,15.42,82525301961.6001,-0.4130150916376773,25.136370773710784
2004-04-20,16.67,97140103640.872,-0.2679426985389174,25.29942014078615
2004-04-21,15.6,108003378175.52296,-0.39212466703145593,25.405428342984433
2004-04-22,14.61,121819793865.2124,-0.5070220023656736,25.525808690227333
2004-04-23,14.01,97252623871.1212,-0.5766567510530783,25.300577799760905
2004-04-26,14.77,90757608009.96672,-0.48845273604903244,25.231458141398
2004-04-27,15.07,102402777626.1879,-0.45363536170533,25.352179674439675
2004-04-28,16.29,110663685418.22932,-0.31204470604094064,25.429761577840026
2004-04-29,16.6,117255359560.73846,-0.27606675255244795,25.487619953767453
2004-04-30,17.19,103225746591.395,-0.2075925830098334,25.360184141353052
2004-05-03,16.62,100783557955.658,-0.2737455942628679,25.33624106375963
2004-05-04,16.55,99799896710.55646,-0.28186964827639843,25.32643298529893
2004-05-05,15.77,87286147147.33899,-0.3723948215700246,25.192457606185215
2004-05-06,17.05,90346831569.81546,-0.22384069103689455,25.226921784967033
2004-05-07,18.13,96881003533.06155,-0.09849814339956635,25.296749294653925
2004-05-10,19.77,112151409675.50378,0.09183683634600648,25.443115667387836
2004-05-11,18.57,92798903294.2603,-0.04743266102880278,25.25370065871895
2004-05-12,18.14,108027792992.67856,-0.09733756425477609,25.405654373488524
2004-05-13,18.86,88096582716.10559,-0.013775865829890621,25.201699580442778
2004-05-14,18.47,82159525315.80939,-0.05903845247670372,25.131928624991716
2004-05-17,19.96,84343823773.01599,0.1138878400970181,25.158167421835117
2004-05-18,19.33,80092744285.0115,0.040771353975242904,25.10645110370947
2004-05-19,18.93,96689966688.99152,-0.0056518118163600434,25.294775476928326
2004-05-20,18.67,77197691487.14624,-0.03582686958090184,25.069635390513795
2004-05-21,18.49,78242736451.52301,-0.05671729418712362,25.08308183715751
2004-05-24,18.08,77686328881.20099,-0.10430103912351682,25.07594513136455
2004-05-25,15.96,99121641891.49826,-0.350343817819013,25.31961363881431
2004-05-26,15.97,87491159369.58446,-0.34918323867422296,25.194803589429345
2004-05-27,15.28,92715478399.3405,-0.42926319966473847,25.252801268603946
2004-05-28,15.5,70211009786.64928,-0.4037304584793567,24.974770970248574
2004-06-01,16.3,80837801336.995,-0.31088412689615036,25.115710531400374
2004-06-02,16.08,81682786000.6622,-0.33641686808153237,25.126109118946182
2004-06-03,17.03,79557391215.3649,-0.22616184932647465,25.09974450024079
2004-06-04,16.78,75368355327.06792,-0.2551763279462266,25.04565333324312
2004-06-07,15.39,82407103644.65399,-0.4164968290720475,25.134937479425812
2004-06-08,15.01,79831902066.1528,-0.4605988365740705,25.103189036778407
2004-06-09,15.39,82836298057.9755,-0.4164968290720475,25.14013218461886
2004-06-10,15.04,73384451344.45123,-0.4571170991397004,25.018977915582514
2004-06-14,16.07,75822613511.0146,-0.3375774472263222,25.051662416382687
2004-06-15,15.05,86438485091.97412,-0.4559565199949101,25.182698842887493
2004-06-16,14.79,74669635070.9363,-0.4861315777594523,25.03633935475744
2004-06-17,15.15,79169707482.94482,-0.44435072854700935,25.094859581326222
2004-06-18,14.99,95315563374.77943,-0.46291999486365065,25.280458943557207
2004-06-21,15.26,74928300959.2686,-0.4315843579543186,25.03979750602576
2004-06-22,14.31,90272079118.42873,-0.5418393767093759,25.226094048210456
2004-06-23,13.98,94962530294.57858,-0.5801384884874484,25.276748232791928
2004-06-24,14.81,90547149387.207,-0.483810419469872,25.22913653968926
2004-06-25,15.19,125384637952.474,-0.43970841196784916,25.55465195327472
2004-06-28,16.07,91061887645.978,-0.3375774472263222,25.234805196332655
2004-06-29,15.47,87819808623.3781,-0.40721219591372687,25.19855292288583
2004-06-30,14.34,100853328087.046,-0.5383576392750057,25.33693310116947
2004-07-01,15.2,98863201610.75037,-0.4385478328230591,25.317002929600754
2004-07-02,15.08,66721138589.4364,-0.45247478256053997,24.923787660040688
2004-07-06,16.25,81882472534.30649,-0.31668702262010084,25.128550794331776
2004-07-07,15.81,85346449061.7986,-0.3677525049908642,25.16998468089019
2004-07-08,16.2,89067597995.04172,-0.32248991834405133,25.21266144641728
2004-07-09,15.78,73721917154.20096,-0.37123424242523456,25.023565975299753
2004-07-12,14.96,72697949465.7555,-0.4664017322980208,25.00957901566521
2004-07-13,14.46,74866747255.73273,-0.5244306895375247,25.038975667016608
2004-07-14,13.76,98513298922.39,-0.6056712296728303,25.313457390451333
2004-07-15,14.71,87325069014.026,-0.4954162109177727,25.192903417951346
2004-07-16,14.34,91920124826.6525,-0.5383576392750057,25.244185828478294
2004-07-19,15.17,86313159816.64778,-0.4420295702574293,25.181247912595293
2004-07-20,14.17,90482195403.26906,-0.558087484736437,25.22841893242177
2004-07-21,16.41,102756326714.3076,-0.2981177563034596,25.355626262289036
2004-07-22,15.75,106510417391.1001,-0.37471597985960475,25.391508633191105
2004-07-23,16.5,83359097160.13469,-0.2876725440003489,25.146423584280228
2004-07-26,17.3,87080963838.00381,-0.1948262124171426,25.19010414167139
2004-07-27,16.55,97007645203.27428,-0.28186964827639843,25.298055628872536
2004-07-28,16.15,99066762595.4348,-0.3282928140680018,25.31905982944682
2004-07-29,15.68,92960508888.5362,-0.3828400338731353,25.2554406043093
2004-07-30,15.32,77247100974.52655,-0.42462088308557805,25.070275224182236
2004-08-02,15.37,82690298203.71375,-0.4188179873616278,25.138368118959068
2004-08-03,16.03,79165428144.58789,-0.3422197638054824,25.094805527141204
2004-08-04,16.21,81939960478.46362,-0.32132933919926104,25.129252626742144
2004-08-05,18.32,82498857713.1715,-0.07644713964855472,25.13605028429024
2004-08-06,19.34,91196108911.7052,0.04193193312003316,25.23627806767467
2004-08-09,18.89,63627782387.0159,-0.010294128395520255,24.876316041894572
2004-08-10,17.47,75422817209.395,-0.17509636695571149,25.0463756816907
2004-08-11,18.04,85019766188.4584,-0.10894335570267703,25.16614960979633
2004-08-12,19.08,79798369722.7423,0.011756875355490958,25.102768911653918
2004-08-13,17.98,68086312885.38965,-0.11590683057141735,24.944042044371326
2004-08-16,17.57,69040293421.73244,-0.16349057550781054,24.957956133737646
2004-08-17,17.02,75795297161.27888,-0.2273224284712649,25.051302084942815
2004-08-18,16.23,81170123296.3784,-0.31900818090968097,25.11981307670785
2004-08-19,16.96,76000983173.34135,-0.23428590334000524,25.0540121136404
2004-08-20,16.0,72582187530.8004,-0.3457015012398528,25.007985377858304
2004-08-23,15.88,64687558531.34204,-0.35962845097733365,24.892834725238032
